,Behavior_Statistic,Line_Name,Raw_Value,Z_Score,pVal_Greater,pVal_Smaller
157,winggrooming_female,R94B10,0.061414,-1.967989,0.999200,0.000800
158,attemptedcopulation_male,R94B10,0.006727,6.420205,0.000000,1.000000
159,backup_male,R94B10,0.004609,0.992627,0.083000,0.917000
160,chase_male,R94B10,0.069228,3.956611,0.000200,0.999800
161,crabwalkextreme_male,R94B10,0.004493,1.078970,0.065900,0.934100
162,jump_male,R94B10,0.000598,-1.857285,0.999800,0.000200
163,pivotcenter_male,R94B10,0.001255,6.221346,0.000000,1.000000
164,pivottail_male,R94B10,0.020967,-1.565699,0.989100,0.010900
165,righting_male,R94B10,0.000338,-1.833745,0.999500,0.000500
166,stop_male,R94B10,0.420195,-0.013727,0.477800,0.522200
167,touch_male,R94B10,0.085439,4.000114,0.000000,1.000000
168,walk_male,R94B10,0.379961,1.074444,0.064200,0.935800
169,wingextension_male,R94B10,0.022445,3.219482,0.003700,0.996300
170,wingflick_male,R94B10,0.000684,3.110486,0.008800,0.991200
171,winggrooming_male,R94B10,0.025218,-4.093410,1.000000,0.000000
172,max_absdwing_angle,R94B10,1.371555,-2.503523,0.999800,0.000200
173,max_absdwing_angle_wingextension,R94B10,4.939356,-0.156646,0.574900,0.425100
174,max_absdwing_angle_wingflick,R94B10,11.513202,-0.449470,0.000000,1.000000
175,max_absdwing_angle_winggrooming,R94B10,4.115592,-2.384698,1.000000,0.000000
176,max_wing_angle,R94B10,0.086145,-2.343763,0.999700,0.000300
177,max_wing_angle_wingextension,R94B10,0.693046,-0.475408,0.826000,0.174000
178,max_wing_angle_wingflick,R94B10,0.456838,-0.592127,0.445100,0.554900
179,max_wing_angle_winggrooming,R94B10,0.327171,-3.171019,1.000000,0.000000
180,nflies_close,R94B10,0.537485,1.225585,0.059200,0.940800
181,nflies_close_stop,R94B10,0.489604,1.470084,0.035100,0.964900
182,nflies_close_walk,R94B10,0.490397,1.085787,0.077700,0.922300
183,nflies_close_female,R94B10,0.542548,0.342114,0.272700,0.727300
184,nflies_close_male,R94B10,0.532970,2.177341,0.009000,0.991000
185,nflies_close_chase_male,R94B10,1.275792,0.088596,0.385200,0.614800
186,velmag_ctr,R94B10,7.644787,-0.461097,0.756100,0.243900
187,velmag_ctr_jump,R94B10,48.956969,-0.326825,0.670000,0.330000
188,velmag_ctr_move,R94B10,13.441714,0.127188,0.449400,0.550600
189,velmag_ctr_nearfly,R94B10,7.175028,-0.511305,0.773000,0.227000
190,velmag_ctr_nearwall,R94B10,8.623819,-0.504568,0.765500,0.234500
191,velmag_ctr_notnearfly_notnearwall,R94B10,5.619047,0.632282,0.171700,0.828300
192,velmag_ctr_walk,R94B10,16.990066,-0.420354,0.737700,0.262300
193,velmag_ctr_female,R94B10,6.939947,-0.966964,0.911500,0.088500
194,velmag_ctr_male,R94B10,8.387702,0.111625,0.446000,0.554000
195,velmag_ctr_chase_male,R94B10,15.070792,-0.479709,0.781800,0.218200
196,veltoward_nose2ell_nearfly,R94B10,0.083659,-2.439536,0.999200,0.000800
197,veltoward_nose2ell_chase_male,R94B10,8.561767,-0.118761,0.679200,0.320800
198,wing_angle_diff,R94B10,0.047557,-2.267633,0.999900,0.000100
199,wing_angle_diff_wingextension,R94B10,0.795461,0.090624,0.499600,0.500400
200,wing_angle_imbalance,R94B10,0.124733,-1.916718,0.994600,0.005400
201,wing_anglel,R94B10,-0.017060,1.932538,0.000800,0.999200
202,wing_angler,R94B10,0.030498,-1.923316,0.998800,0.001200
0,absangle2wall_move,R94C03,1.296260,-0.182765,0.606800,0.393200
1,absangle2wall_nearwall,R94C03,1.395023,0.485335,0.223600,0.776400
2,absangle2wall_stop,R94C03,1.665350,0.373185,0.285100,0.714900
3,absanglefrom1to2_nose2ell_nearfly,R94C03,1.582230,0.327581,0.302200,0.697800
4,absanglefrom1to2_nose2ell_stop_nearfly,R94C03,1.591704,0.436955,0.252200,0.747800
5,absanglefrom1to2_nose2ell_touch,R94C03,0.765360,1.416418,0.021500,0.978500
6,absdangle2wall_nearwall,R94C03,1.538196,0.696351,0.173700,0.826300
7,absdtheta,R94C03,1.384322,0.806344,0.120900,0.879100
8,absdtheta_pivotcenter,R94C03,6.980204,1.629575,0.008900,0.991100
9,absdtheta_pivottail,R94C03,5.447755,0.850136,0.117700,0.882300
10,absdtheta_walk,R94C03,1.685265,0.369759,0.322300,0.677700
11,absdv_cor_crabwalkextreme,R94C03,4.616868,-0.953175,0.923000,0.077000
12,absdv_cor_move,R94C03,2.779530,-0.765518,0.884400,0.115600
13,absdv_cor_nearfly,R94C03,1.552323,-0.335412,0.713400,0.286600
14,absdv_cor_nearwall,R94C03,1.884187,-0.541477,0.802500,0.197500
15,absdv_cor_notnearfly_notnearwall,R94C03,0.633067,-0.175884,0.591000,0.409000
16,absdv_cor_walk,R94C03,3.330146,-0.923621,0.921900,0.078100
17,absphidiff_nose2ell_chase_male,R94C03,0.522032,1.731655,0.037600,0.962400
18,absthetadiff_nose2ell_nearfly,R94C03,1.677374,1.389971,0.006600,0.993400
19,absthetadiff_nose2ell_touch,R94C03,1.784606,0.554643,0.211100,0.788900
20,absthetadiff_nose2ell_nearfly_female,R94C03,1.691797,1.334775,0.011000,0.989000
21,absthetadiff_nose2ell_touch_female,R94C03,1.820889,-0.259464,0.635200,0.364800
22,absthetadiff_nose2ell_chase_male,R94C03,0.422600,1.499731,0.047000,0.953000
23,absthetadiff_nose2ell_nearfly_male,R94C03,1.663738,1.363699,0.007000,0.993000
24,absthetadiff_nose2ell_touch_male,R94C03,1.756306,0.679927,0.153600,0.846400
25,absthetadiff_nose2ell_wingextension_male,R94C03,0.788496,-0.418275,0.621200,0.378800
26,absyaw_move,R94C03,0.621281,1.171397,0.039500,0.960500
27,angleonclosestfly_nearfly,R94C03,-0.325065,1.254994,0.028200,0.971800
28,angleonclosestfly_stop_nearfly,R94C03,-0.298984,1.368339,0.028100,0.971900
29,angleonclosestfly_touch,R94C03,-0.336789,-0.378521,0.704300,0.295700
30,angleonclosestfly_nearfly_female,R94C03,-0.342938,0.808675,0.093200,0.906800
31,angleonclosestfly_touch_female,R94C03,-0.382363,-0.439426,0.755500,0.244500
32,angleonclosestfly_chase_male,R94C03,-0.043124,-1.724995,0.970600,0.029400
33,angleonclosestfly_nearfly_male,R94C03,-0.305198,1.184297,0.045000,0.955000
34,angleonclosestfly_touch_male,R94C03,-0.290499,-0.004526,0.499400,0.500600
35,angleonclosestfly_wingextension_male,R94C03,-0.250628,-1.053489,0.862800,0.137200
36,anglesub,R94C03,0.190386,-0.497032,0.747600,0.252400
37,corfrac_maj_pivotcenter,R94C03,-0.128614,-1.313218,0.989100,0.010900
38,corfrac_maj_pivottail,R94C03,-0.667947,2.179598,0.004900,0.995100
39,dangle2wall_nearwall,R94C03,0.015614,-0.640465,0.842700,0.157300
40,danglesub_nearfly,R94C03,-0.084474,0.264103,0.334800,0.665200
41,darea,R94C03,-0.000033,-0.311266,0.679400,0.320600
42,dcenter,R94C03,11.590385,1.098857,0.067000,0.933000
43,dcenter_move,R94C03,11.589967,1.448401,0.022900,0.977100
44,dcenter_stop,R94C03,11.576871,0.600291,0.203300,0.796700
45,dcenter_female,R94C03,11.406232,0.838393,0.124400,0.875600
46,dcenter_male,R94C03,11.746490,1.074099,0.068800,0.931200
47,ddcenter_nearfly,R94C03,0.379547,-0.349092,0.705700,0.294300
48,ddist2wall_nearwall,R94C03,0.018582,0.098092,0.443200,0.556800
49,ddnose2ell_nearfly,R94C03,1.069215,-0.402967,0.732200,0.267800
50,ddnose2ell_chase_male,R94C03,-1.256772,-0.621819,0.764300,0.235700
51,dell2nose,R94C03,10.678683,1.100861,0.066600,0.933400
52,dell2nose_female,R94C03,10.448453,0.901991,0.108300,0.891700
53,dell2nose_male,R94C03,10.878136,1.028438,0.077700,0.922300
54,dist2wall,R94C03,11.587159,-0.369278,0.693000,0.307000
55,dist2wall_move,R94C03,8.695911,-0.736861,0.877900,0.122100
56,dist2wall_stop,R94C03,15.135576,-0.093683,0.538200,0.461800
57,dist2wall_walk,R94C03,8.389084,-0.803195,0.902900,0.097100
58,dist2wall_female,R94C03,11.823187,-0.598946,0.806600,0.193400
59,dist2wall_male,R94C03,11.314567,-0.130793,0.549900,0.450100
60,dmax_wing_angle,R94C03,0.009654,0.635015,0.086900,0.913100
61,dnose2ell_angle_30tomin30,R94C03,11.224805,1.038502,0.079100,0.920900
62,dnose2ell_angle_30tomin30_female,R94C03,11.046851,0.749139,0.155300,0.844700
63,dnose2ell_angle_30tomin30_male,R94C03,11.373243,1.037270,0.073200,0.926800
64,dnose2ell,R94C03,10.676304,1.086405,0.070800,0.929200
65,dnose2ell_stop,R94C03,10.672070,0.609363,0.198600,0.801400
66,dnose2ell_touch,R94C03,1.181373,2.182514,0.000300,0.999700
67,dnose2ell_walk,R94C03,11.653856,1.340337,0.024900,0.975100
68,dnose2ell_female,R94C03,10.469358,0.738939,0.158900,0.841100
69,dnose2ell_male,R94C03,10.853412,1.122721,0.058900,0.941100
70,dnose2tail,R94C03,11.572431,1.071512,0.072700,0.927300
71,dnose2tail_move,R94C03,11.580024,1.391968,0.027300,0.972700
72,dnose2tail_female,R94C03,11.346643,0.661792,0.183200,0.816800
73,dnose2tail_male,R94C03,11.767332,1.139899,0.053900,0.946100
74,dtheta,R94C03,0.002179,0.458082,0.231600,0.768400
75,du_ctr_backup,R94C03,-8.557457,-1.512690,0.981100,0.018900
76,du_ctr_move,R94C03,9.410548,-1.322600,0.973500,0.026500
77,du_ctr_walk,R94C03,14.431383,-1.511272,0.981900,0.018100
78,du_ctr_female,R94C03,5.089823,-0.693713,0.842300,0.157700
79,du_ctr_male,R94C03,5.559322,-0.969798,0.924500,0.075500
80,du_ctr_chase_male,R94C03,12.997415,-1.566488,0.964700,0.035300
81,duration_backup,R94C03,0.137136,1.495464,0.015000,0.985000
82,duration_crabwalkextreme,R94C03,0.112419,-1.475058,0.985500,0.014500
83,duration_jump,R94C03,0.092431,1.448931,0.006800,0.993200
84,duration_move,R94C03,1.364299,-0.178860,0.571000,0.429000
85,duration_pivotcenter,R94C03,0.090354,1.211130,0.015000,0.985000
86,duration_pivottail,R94C03,0.135065,0.161197,0.422000,0.578000
87,duration_righting,R94C03,0.370575,-1.381008,0.987900,0.012100
88,duration_stop,R94C03,1.081331,-0.178950,0.644600,0.355400
89,duration_touch,R94C03,0.164181,-1.467646,0.998600,0.001400
90,duration_walk,R94C03,0.533397,-0.817216,0.885900,0.114100
91,duration_wingextension,R94C03,0.398130,1.289343,0.115800,0.884200
92,duration_winggrooming,R94C03,2.122025,1.751463,0.003200,0.996800
93,duration_chase_male,R94C03,0.320822,-0.372329,0.665200,0.334800
94,dwing_angle_diff,R94C03,-0.000024,0.243930,0.348600,0.651400
95,attemptedcopulation,R94C03,0.000074,-0.600729,0.889500,0.110500
96,backup,R94C03,0.007747,4.155000,0.000000,1.000000
97,backup_nearfly,R94C03,0.004418,3.272839,0.000000,1.000000
98,backup_nearwall,R94C03,0.007706,4.134037,0.000000,1.000000
99,backup_notnearfly_notnearwall,R94C03,0.000029,1.228102,0.052300,0.947700
100,chase,R94C03,0.001953,-0.846795,0.937700,0.062300
101,chase_notwingextension,R94C03,0.001736,-0.867417,0.941700,0.058300
102,copulation,R94C03,0.000000,-0.216137,0.662800,0.337200
103,crabwalkextreme,R94C03,0.002080,-0.982828,0.928000,0.072000
104,crabwalkextreme_nearfly,R94C03,0.001163,-0.991482,0.929700,0.070300
105,crabwalkextreme_nearwall,R94C03,0.002005,-0.969475,0.922600,0.077400
106,crabwalkextreme_notnearfly_notnearwall,R94C03,0.000056,0.659796,0.153400,0.846600
107,jump,R94C03,0.002244,0.624827,0.176800,0.823200
108,jump_nearfly,R94C03,0.000564,0.355679,0.291100,0.708900
109,jump_nearwall,R94C03,0.001130,0.816037,0.119000,0.881000
110,jump_notnearfly_notnearwall,R94C03,0.000986,0.496590,0.229200,0.770800
111,move_nearfly,R94C03,0.212158,-0.232804,0.616900,0.383100
112,move_nearwall,R94C03,0.514624,0.224312,0.385400,0.614600
113,move_notnearfly_notnearwall,R94C03,0.041092,0.239177,0.316000,0.684000
114,notanybehavior,R94C03,0.169012,0.665640,0.157500,0.842500
115,pivotcenter,R94C03,0.000728,0.533060,0.223100,0.776900
116,pivotcenter_nearfly,R94C03,0.000307,0.547080,0.202000,0.798000
117,pivotcenter_nearwall,R94C03,0.000468,1.053943,0.089100,0.910900
118,pivotcenter_notnearfly_notnearwall,R94C03,0.000219,0.000903,0.480200,0.519800
119,pivottail,R94C03,0.030852,0.712284,0.161300,0.838700
120,pivottail_nearfly,R94C03,0.013104,0.307797,0.327300,0.672700
121,pivottail_nearwall,R94C03,0.030644,0.708477,0.162000,0.838000
122,pivottail_notnearfly_notnearwall,R94C03,0.000151,1.356848,0.051300,0.948700
123,righting,R94C03,0.004017,1.408718,0.035000,0.965000
124,righting_nearfly,R94C03,0.001090,1.144278,0.063200,0.936800
125,righting_nearwall,R94C03,0.002806,1.455665,0.036500,0.963500
126,righting_notnearfly_notnearwall,R94C03,0.001032,1.249023,0.044400,0.955600
127,stop,R94C03,0.437966,-0.197999,0.598200,0.401800
128,stop_nearfly,R94C03,0.134006,-0.565475,0.791000,0.209000
129,stop_nearwall,R94C03,0.281305,0.022065,0.468300,0.531700
130,stop_notnearfly_notnearwall,R94C03,0.136460,-0.030449,0.502100,0.497900
131,stop_notwinggrooming,R94C03,0.349143,-0.200164,0.577100,0.422900
132,touch,R94C03,0.018605,-1.256589,0.993500,0.006500
133,touch_notchase,R94C03,0.018050,-1.266348,0.991900,0.008100
134,walk,R94C03,0.308790,-0.246937,0.642900,0.357100
135,walk_nearfly,R94C03,0.100517,-0.475605,0.760100,0.239900
136,walk_nearwall,R94C03,0.285501,-0.168880,0.597600,0.402400
137,walk_notnearfly_notnearwall,R94C03,0.020789,-0.118547,0.555600,0.444400
138,wingextension,R94C03,0.000728,-0.708635,0.905900,0.094100
139,wingextension_notchase,R94C03,0.000511,-0.751839,0.911900,0.088100
140,wingflick,R94C03,0.000112,-0.559095,0.852600,0.147400
141,winggrooming,R94C03,0.089734,-0.059749,0.555100,0.444900
142,backup_female,R94C03,0.008221,3.960459,0.000000,1.000000
143,chase_female,R94C03,0.000395,-0.499135,0.877500,0.122500
144,crabwalkextreme_female,R94C03,0.001948,-0.005575,0.486800,0.513200
145,jump_female,R94C03,0.002296,0.048038,0.442800,0.557200
146,pivotcenter_female,R94C03,0.001135,1.275589,0.053200,0.946800
147,pivottail_female,R94C03,0.030378,0.836204,0.121700,0.878300
148,righting_female,R94C03,0.005227,1.403618,0.035300,0.964700
149,stop_female,R94C03,0.426897,-0.541356,0.789900,0.210100
150,touch_female,R94C03,0.017950,-0.320196,0.662800,0.337200
151,walk_female,R94C03,0.307322,0.079827,0.453400,0.546600
152,wingflick_female,R94C03,0.000065,-0.714527,0.889800,0.110200
153,winggrooming_female,R94C03,0.079640,-1.123501,0.958800,0.041200
154,attemptedcopulation_male,R94C03,0.000135,-0.585110,0.886100,0.113900
155,backup_male,R94C03,0.007364,3.583850,0.000000,1.000000
156,chase_male,R94C03,0.003444,-0.848312,0.936600,0.063400
157,crabwalkextreme_male,R94C03,0.002218,-1.378555,0.980200,0.019800
158,jump_male,R94C03,0.002196,1.308613,0.040600,0.959400
159,pivotcenter_male,R94C03,0.000340,-0.880983,0.901800,0.098200
160,pivottail_male,R94C03,0.031491,0.482137,0.248800,0.751200
161,righting_male,R94C03,0.002893,1.273588,0.050000,0.950000
162,stop_male,R94C03,0.445325,0.140496,0.407300,0.592700
163,touch_male,R94C03,0.019369,-1.289615,0.996400,0.003600
164,walk_male,R94C03,0.312037,-0.487534,0.764800,0.235200
165,wingextension_male,R94C03,0.001337,-0.701701,0.902400,0.097600
166,wingflick_male,R94C03,0.000155,-0.493789,0.822800,0.177200
167,winggrooming_male,R94C03,0.096923,1.018356,0.082100,0.917900
168,max_absdwing_angle,R94C03,1.606783,0.356114,0.316800,0.683200
169,max_absdwing_angle_wingextension,R94C03,3.323100,-3.554990,1.000000,0.000000
170,max_absdwing_angle_winggrooming,R94C03,4.091981,-1.994522,0.999700,0.000300
171,max_wing_angle,R94C03,0.098219,-0.174528,0.610400,0.389600
172,max_wing_angle_wingextension,R94C03,0.655750,-1.554921,0.938700,0.061300
173,max_wing_angle_winggrooming,R94C03,0.352255,-0.684928,0.859400,0.140600
174,nflies_close,R94C03,0.444808,-0.249834,0.602000,0.398000
175,nflies_close_stop,R94C03,0.370751,-0.500796,0.747100,0.252900
176,nflies_close_walk,R94C03,0.425788,-0.085837,0.508000,0.492000
177,nflies_close_female,R94C03,0.519159,0.064682,0.405900,0.594100
178,nflies_close_male,R94C03,0.377156,-0.502078,0.751900,0.248100
179,nflies_close_chase_male,R94C03,1.472811,1.784026,0.032500,0.967500
180,velmag_ctr,R94C03,6.977521,-0.646121,0.829800,0.170200
181,velmag_ctr_jump,R94C03,55.576217,2.080779,0.001200,0.998800
182,velmag_ctr_move,R94C03,11.906446,-1.047511,0.938800,0.061200
183,velmag_ctr_nearfly,R94C03,6.756751,-0.459185,0.763800,0.236200
184,velmag_ctr_nearwall,R94C03,7.865582,-0.711585,0.864700,0.135300
185,velmag_ctr_notnearfly_notnearwall,R94C03,3.905141,-0.647300,0.828100,0.171900
186,velmag_ctr_walk,R94C03,15.472867,-1.461426,0.979400,0.020600
187,velmag_ctr_female,R94C03,6.757709,-0.400842,0.722500,0.277500
188,velmag_ctr_male,R94C03,7.219486,-0.773481,0.870200,0.129800
189,velmag_ctr_chase_male,R94C03,13.595677,-1.518545,0.953900,0.046100
190,veltoward_nose2ell_nearfly,R94C03,0.252838,0.421957,0.225000,0.775000
191,veltoward_nose2ell_chase_male,R94C03,12.649059,-0.895099,0.907800,0.092200
192,wing_angle_diff,R94C03,0.064913,-0.282605,0.670500,0.329500
193,wing_angle_diff_wingextension,R94C03,0.737103,-1.535156,0.933000,0.067000
194,wing_angle_imbalance,R94C03,0.131524,0.047445,0.475000,0.525000
195,wing_anglel,R94C03,-0.026896,0.042779,0.480900,0.519100
196,wing_angler,R94C03,0.038017,-0.446464,0.760800,0.239200
0,absangle2wall_move,R94C05,1.355623,3.664340,0.000000,1.000000
1,absangle2wall_nearwall,R94C05,1.378451,-0.353483,0.711900,0.288100
2,absangle2wall_stop,R94C05,1.510106,-3.404080,1.000000,0.000000
3,absanglefrom1to2_nose2ell_nearfly,R94C05,1.618620,1.621873,0.004800,0.995200
4,absanglefrom1to2_nose2ell_stop_nearfly,R94C05,1.608673,0.595142,0.149700,0.850300
5,absanglefrom1to2_nose2ell_touch,R94C05,0.808942,3.035178,0.000300,0.999700
6,absdangle2wall_nearwall,R94C05,1.262162,-2.102114,1.000000,0.000000
7,absdtheta,R94C05,1.073573,-2.503086,1.000000,0.000000
8,absdtheta_pivotcenter,R94C05,6.800773,1.307081,0.006200,0.993800
9,absdtheta_pivottail,R94C05,5.987085,3.039691,0.000000,1.000000
10,absdtheta_walk,R94C05,1.386926,-3.101536,1.000000,0.000000
11,absdv_cor_crabwalkextreme,R94C05,4.340705,-1.862436,0.999100,0.000900
12,absdv_cor_move,R94C05,1.866576,-6.065546,1.000000,0.000000
13,absdv_cor_nearfly,R94C05,0.834525,-4.737721,1.000000,0.000000
14,absdv_cor_nearwall,R94C05,1.167253,-4.823990,1.000000,0.000000
15,absdv_cor_notnearfly_notnearwall,R94C05,0.514287,-1.129705,0.980200,0.019800
16,absdv_cor_walk,R94C05,2.386773,-5.698756,1.000000,0.000000
17,absphidiff_nose2ell_chase_male,R94C05,0.418993,-1.171144,0.836800,0.163200
18,absthetadiff_nose2ell_nearfly,R94C05,1.647335,1.067365,0.015000,0.985000
19,absthetadiff_nose2ell_touch,R94C05,1.681052,-0.863179,0.933100,0.066900
20,absthetadiff_nose2ell_nearfly_female,R94C05,1.659835,0.985335,0.029100,0.970900
21,absthetadiff_nose2ell_touch_female,R94C05,1.679113,-2.960037,1.000000,0.000000
22,absthetadiff_nose2ell_chase_male,R94C05,0.368636,-0.252619,0.547200,0.452800
23,absthetadiff_nose2ell_nearfly_male,R94C05,1.635050,1.069932,0.015000,0.985000
24,absthetadiff_nose2ell_touch_male,R94C05,1.686085,0.176962,0.395300,0.604700
25,absyaw_move,R94C05,0.534265,-1.644534,0.997000,0.003000
26,angleonclosestfly_nearfly,R94C05,-0.322368,1.356646,0.005800,0.994200
27,angleonclosestfly_stop_nearfly,R94C05,-0.339280,0.372399,0.259200,0.740800
28,angleonclosestfly_touch,R94C05,-0.279572,1.126411,0.027100,0.972900
29,angleonclosestfly_nearfly_female,R94C05,-0.329399,1.051119,0.016600,0.983400
30,angleonclosestfly_touch_female,R94C05,-0.286935,1.211709,0.020000,0.980000
31,angleonclosestfly_chase_male,R94C05,0.076031,3.275596,0.008100,0.991900
32,angleonclosestfly_nearfly_male,R94C05,-0.314759,0.791796,0.085800,0.914200
33,angleonclosestfly_touch_male,R94C05,-0.274776,0.297288,0.305900,0.694100
34,anglesub,R94C05,0.203856,0.573178,0.148000,0.852000
35,corfrac_maj_pivotcenter,R94C05,-0.096045,0.387502,0.143100,0.856900
36,corfrac_maj_pivottail,R94C05,-0.613952,8.113130,0.000000,1.000000
37,dangle2wall_nearwall,R94C05,0.025022,0.494786,0.178100,0.821900
38,danglesub_nearfly,R94C05,-0.055176,2.283178,0.000000,1.000000
39,darea,R94C05,-0.000007,0.636163,0.136000,0.864000
40,dcenter,R94C05,11.629236,1.260290,0.017800,0.982200
41,dcenter_move,R94C05,12.483839,4.062579,0.000000,1.000000
42,dcenter_stop,R94C05,10.997364,-0.344232,0.734600,0.265400
43,dcenter_female,R94C05,11.192287,0.252120,0.349400,0.650600
44,dcenter_male,R94C05,12.087661,1.963512,0.000500,0.999500
45,ddcenter_nearfly,R94C05,0.185160,-2.727328,1.000000,0.000000
46,ddist2wall_nearwall,R94C05,0.004043,-2.936801,1.000000,0.000000
47,ddnose2ell_nearfly,R94C05,0.659906,-2.448549,1.000000,0.000000
48,ddnose2ell_chase_male,R94C05,-1.922400,-1.583105,0.898600,0.101400
49,dell2nose,R94C05,10.719798,1.251168,0.018500,0.981500
50,dell2nose_female,R94C05,10.233960,0.322444,0.303400,0.696600
51,dell2nose_male,R94C05,11.227388,1.918264,0.000700,0.999300
52,dist2wall,R94C05,14.190103,2.626052,0.000100,0.999900
53,dist2wall_move,R94C05,10.444940,2.579718,0.003700,0.996300
54,dist2wall_stop,R94C05,17.458301,1.718055,0.004700,0.995300
55,dist2wall_walk,R94C05,10.509193,2.457032,0.005300,0.994700
56,dist2wall_female,R94C05,14.753069,2.518817,0.000000,1.000000
57,dist2wall_male,R94C05,13.627575,2.368448,0.001000,0.999000
58,dmax_wing_angle,R94C05,0.012394,1.070998,0.019200,0.980800
59,dnose2ell_angle_30tomin30,R94C05,11.254471,1.164282,0.027400,0.972600
60,dnose2ell_angle_30tomin30_female,R94C05,10.791684,0.050814,0.476400,0.523600
61,dnose2ell_angle_30tomin30_male,R94C05,11.739385,1.943475,0.000500,0.999500
62,dnose2ell,R94C05,10.740723,1.299143,0.014500,0.985500
63,dnose2ell_stop,R94C05,10.108569,-0.317714,0.720300,0.279700
64,dnose2ell_touch,R94C05,1.057126,-1.231413,0.981500,0.018500
65,dnose2ell_walk,R94C05,13.050445,5.074005,0.000000,1.000000
66,dnose2ell_female,R94C05,10.269703,0.164610,0.403700,0.596300
67,dnose2ell_male,R94C05,11.233484,2.067374,0.000200,0.999800
68,dnose2tail,R94C05,11.631318,1.287144,0.015400,0.984600
69,dnose2tail_move,R94C05,12.501343,4.048420,0.000000,1.000000
70,dnose2tail_female,R94C05,11.138622,0.067413,0.458700,0.541300
71,dnose2tail_male,R94C05,12.145799,2.094236,0.000200,0.999800
72,dtheta,R94C05,-0.007368,-0.740727,0.906500,0.093500
73,du_ctr_backup,R94C05,-7.909445,-0.379259,0.753800,0.246200
74,du_ctr_move,R94C05,8.289528,-2.539676,1.000000,0.000000
75,du_ctr_walk,R94C05,12.996394,-2.839737,1.000000,0.000000
76,du_ctr_female,R94C05,3.964064,-2.250648,0.999800,0.000200
77,du_ctr_male,R94C05,4.053345,-2.811568,1.000000,0.000000
78,du_ctr_chase_male,R94C05,14.311543,0.047210,0.483400,0.516600
79,duration_backup,R94C05,0.135973,0.897929,0.054000,0.946000
80,duration_crabwalkextreme,R94C05,0.110054,-2.354165,1.000000,0.000000
81,duration_move,R94C05,0.705982,-4.875589,1.000000,0.000000
82,duration_pivotcenter,R94C05,0.113104,7.853765,0.000000,1.000000
83,duration_pivottail,R94C05,0.137601,0.767618,0.088300,0.911700
84,duration_righting,R94C05,0.262122,-4.132313,1.000000,0.000000
85,duration_stop,R94C05,0.870798,-0.630304,0.997600,0.002400
86,duration_touch,R94C05,0.230384,3.240373,0.000000,1.000000
87,duration_walk,R94C05,0.453455,-2.758977,1.000000,0.000000
88,duration_winggrooming,R94C05,1.668130,-2.954340,1.000000,0.000000
89,duration_chase_male,R94C05,0.300887,-0.113094,0.508400,0.491600
90,dwing_angle_diff,R94C05,-0.000010,0.480194,0.199100,0.800900
91,attemptedcopulation,R94C05,0.000020,-0.913191,0.993300,0.006700
92,backup,R94C05,0.004967,0.442078,0.208200,0.791800
93,backup_nearfly,R94C05,0.002336,-0.674921,0.877900,0.122100
94,backup_nearwall,R94C05,0.004878,0.344791,0.259000,0.741000
95,backup_notnearfly_notnearwall,R94C05,0.000067,4.303503,0.000700,0.999300
96,chase,R94C05,0.000635,-1.194335,0.996600,0.003400
97,chase_notwingextension,R94C05,0.000624,-1.224883,0.997000,0.003000
98,copulation,R94C05,0.000000,-0.247297,0.752300,0.247700
99,crabwalkextreme,R94C05,0.000555,-3.613351,1.000000,0.000000
100,crabwalkextreme_nearfly,R94C05,0.000252,-3.440501,1.000000,0.000000
101,crabwalkextreme_nearwall,R94C05,0.000510,-3.603469,1.000000,0.000000
102,crabwalkextreme_notnearfly_notnearwall,R94C05,0.000026,-0.065398,0.490900,0.509100
103,jump,R94C05,0.000064,-2.667341,1.000000,0.000000
104,jump_nearfly,R94C05,0.000034,-2.500186,1.000000,0.000000
105,jump_nearwall,R94C05,0.000052,-2.413670,1.000000,0.000000
106,jump_notnearfly_notnearwall,R94C05,0.000007,-2.699362,1.000000,0.000000
107,move_nearfly,R94C05,0.161905,-2.284641,1.000000,0.000000
108,move_nearwall,R94C05,0.391915,-2.804811,1.000000,0.000000
109,move_notnearfly_notnearwall,R94C05,0.057565,1.957743,0.007400,0.992600
110,notanybehavior,R94C05,0.154101,0.104453,0.419900,0.580100
111,pivotcenter,R94C05,0.005484,26.822152,0.000000,1.000000
112,pivotcenter_nearfly,R94C05,0.002659,29.583642,0.000000,1.000000
113,pivotcenter_nearwall,R94C05,0.003448,28.599218,0.000000,1.000000
114,pivotcenter_notnearfly_notnearwall,R94C05,0.001376,14.210743,0.000000,1.000000
115,pivottail,R94C05,0.018937,-2.634132,1.000000,0.000000
116,pivottail_nearfly,R94C05,0.006675,-3.336746,1.000000,0.000000
117,pivottail_nearwall,R94C05,0.018398,-2.752755,1.000000,0.000000
118,pivottail_notnearfly_notnearwall,R94C05,0.000378,6.293603,0.000000,1.000000
119,righting,R94C05,0.000648,-1.257381,0.994200,0.005800
120,righting_nearfly,R94C05,0.000315,-0.812330,0.944400,0.055600
121,righting_nearwall,R94C05,0.000605,-0.957474,0.974000,0.026000
122,righting_notnearfly_notnearwall,R94C05,0.000025,-1.738139,0.999600,0.000400
123,stop,R94C05,0.537746,2.048216,0.000800,0.999200
124,stop_nearfly,R94C05,0.216238,2.957239,0.000000,1.000000
125,stop_nearwall,R94C05,0.317303,0.790488,0.094000,0.906000
