,Behavior_Statistic,Line_Name,Raw_Value,Z_Score,pVal_Greater,pVal_Smaller
0,absangle2wall_move,R80A01,1.385627,5.299736,0.000000,1.000000
1,absangle2wall_nearwall,R80A01,1.416691,1.212400,0.025800,0.974200
2,absangle2wall_stop,R80A01,1.574884,-1.706925,0.997100,0.002900
3,absanglefrom1to2_nose2ell_nearfly,R80A01,1.613124,1.768668,0.002800,0.997200
4,absanglefrom1to2_nose2ell_stop_nearfly,R80A01,1.576668,0.342125,0.267900,0.732100
5,absanglefrom1to2_nose2ell_touch,R80A01,0.795013,2.363668,0.001700,0.998300
6,absdangle2wall_nearwall,R80A01,0.699558,-8.186412,1.000000,0.000000
7,absdtheta,R80A01,0.629079,-7.830744,1.000000,0.000000
8,absdtheta_pivotcenter,R80A01,5.143002,-2.782277,1.000000,0.000000
9,absdtheta_pivottail,R80A01,4.640570,-2.592917,1.000000,0.000000
10,absdtheta_walk,R80A01,0.770288,-9.294995,1.000000,0.000000
11,absdv_cor_crabwalkextreme,R80A01,2.667798,-9.335146,1.000000,0.000000
12,absdv_cor_move,R80A01,1.171846,-10.049509,1.000000,0.000000
13,absdv_cor_nearfly,R80A01,0.726854,-5.916257,1.000000,0.000000
14,absdv_cor_nearwall,R80A01,0.839527,-7.203286,1.000000,0.000000
15,absdv_cor_notnearfly_notnearwall,R80A01,0.422410,-2.620189,1.000000,0.000000
16,absdv_cor_walk,R80A01,1.323605,-10.860319,1.000000,0.000000
17,absphidiff_nose2ell_chase_male,R80A01,0.405762,-1.391247,0.994500,0.005500
18,absthetadiff_nose2ell_nearfly,R80A01,1.590923,-0.330456,0.744200,0.255800
19,absthetadiff_nose2ell_touch,R80A01,1.773814,0.041717,0.484900,0.515100
20,absthetadiff_nose2ell_nearfly_female,R80A01,1.615680,-0.342888,0.749400,0.250600
21,absthetadiff_nose2ell_touch_female,R80A01,1.868334,0.516425,0.171200,0.828800
22,absthetadiff_nose2ell_chase_male,R80A01,0.305036,-2.168031,0.999900,0.000100
23,absthetadiff_nose2ell_nearfly_male,R80A01,1.565899,-0.349210,0.751100,0.248900
24,absthetadiff_nose2ell_touch_male,R80A01,1.683759,-0.191825,0.653900,0.346100
25,absthetadiff_nose2ell_wingextension_male,R80A01,0.885215,-0.672276,0.801200,0.198800
26,absyaw_move,R80A01,0.322057,-8.617444,1.000000,0.000000
27,angleonclosestfly_nearfly,R80A01,-0.314377,1.536908,0.002900,0.997100
28,angleonclosestfly_stop_nearfly,R80A01,-0.326419,0.765336,0.096900,0.903100
29,angleonclosestfly_touch,R80A01,-0.181588,4.031972,0.000000,1.000000
30,angleonclosestfly_nearfly_female,R80A01,-0.312689,1.127402,0.011400,0.988600
31,angleonclosestfly_touch_female,R80A01,-0.197420,2.945449,0.000000,1.000000
32,angleonclosestfly_chase_male,R80A01,0.002616,0.162673,0.388900,0.611100
33,angleonclosestfly_nearfly_male,R80A01,-0.316820,1.003672,0.042300,0.957700
34,angleonclosestfly_touch_male,R80A01,-0.163363,2.470692,0.000000,1.000000
35,angleonclosestfly_wingextension_male,R80A01,0.120270,1.224710,0.037600,0.962400
36,anglesub,R80A01,0.166613,-2.348901,1.000000,0.000000
37,corfrac_maj_pivotcenter,R80A01,-0.110650,0.014204,0.428300,0.571700
38,corfrac_maj_pivottail,R80A01,-0.726405,-4.130467,1.000000,0.000000
39,dangle2wall_nearwall,R80A01,0.018436,-0.466770,0.798400,0.201600
40,danglesub_nearfly,R80A01,-0.048898,3.160676,0.000000,1.000000
41,darea,R80A01,-0.000022,-0.041261,0.535400,0.464600
42,dcenter,R80A01,12.323957,3.247173,0.000000,1.000000
43,dcenter_move,R80A01,12.179747,3.100469,0.000000,1.000000
44,dcenter_stop,R80A01,12.178981,1.961444,0.000300,0.999700
45,dcenter_female,R80A01,12.152762,2.843966,0.000000,1.000000
46,dcenter_male,R80A01,12.493605,3.044963,0.000000,1.000000
47,ddcenter_nearfly,R80A01,0.107962,-4.108093,1.000000,0.000000
48,ddist2wall_nearwall,R80A01,0.005066,-2.763015,1.000000,0.000000
49,ddnose2ell_nearfly,R80A01,0.547249,-3.501333,1.000000,0.000000
50,ddnose2ell_chase_male,R80A01,-1.270311,-0.077288,0.584200,0.415800
51,dell2nose,R80A01,11.412355,3.188830,0.000000,1.000000
52,dell2nose_female,R80A01,11.177227,2.776473,0.000000,1.000000
53,dell2nose_male,R80A01,11.643132,3.024592,0.000000,1.000000
54,dist2wall,R80A01,13.029524,1.761517,0.004200,0.995800
55,dist2wall_move,R80A01,9.912207,1.640338,0.009800,0.990200
56,dist2wall_stop,R80A01,16.005772,0.871351,0.074600,0.925400
57,dist2wall_walk,R80A01,9.468406,0.818101,0.071200,0.928800
58,dist2wall_female,R80A01,12.880103,0.832307,0.078800,0.921200
59,dist2wall_male,R80A01,13.196352,2.428530,0.000600,0.999400
60,dmax_wing_angle,R80A01,0.003255,-0.386366,0.807100,0.192900
61,dnose2ell_angle_30tomin30,R80A01,12.031016,3.265025,0.000000,1.000000
62,dnose2ell_angle_30tomin30_female,R80A01,11.843735,2.787906,0.000000,1.000000
63,dnose2ell_angle_30tomin30_male,R80A01,12.216036,3.094292,0.000000,1.000000
64,dnose2ell,R80A01,11.408097,3.170788,0.000000,1.000000
65,dnose2ell_stop,R80A01,11.263154,1.917572,0.000500,0.999500
66,dnose2ell_touch,R80A01,1.102492,-0.369513,0.765300,0.234700
67,dnose2ell_walk,R80A01,12.090719,2.286987,0.000100,0.999900
68,dnose2ell_female,R80A01,11.217424,2.721508,0.000000,1.000000
69,dnose2ell_male,R80A01,11.596702,2.995824,0.000000,1.000000
70,dnose2tail,R80A01,12.305187,3.216901,0.000000,1.000000
71,dnose2tail_move,R80A01,12.143371,2.956705,0.000000,1.000000
72,dnose2tail_female,R80A01,12.105928,2.736389,0.000000,1.000000
73,dnose2tail_male,R80A01,12.502285,3.009936,0.000000,1.000000
74,dtheta,R80A01,0.003203,0.530871,0.159900,0.840100
75,du_ctr_backup,R80A01,-5.758784,3.859223,0.000000,1.000000
76,du_ctr_move,R80A01,5.367841,-5.906022,1.000000,0.000000
77,du_ctr_walk,R80A01,7.131891,-8.957683,1.000000,0.000000
78,du_ctr_female,R80A01,3.182124,-3.905994,1.000000,0.000000
79,du_ctr_male,R80A01,3.241938,-4.462498,1.000000,0.000000
80,du_ctr_chase_male,R80A01,7.266294,-5.558631,1.000000,0.000000
81,duration_backup,R80A01,0.153080,5.386541,0.000000,1.000000
82,duration_crabwalkextreme,R80A01,0.115859,-0.431655,0.701400,0.298600
83,duration_jump,R80A01,0.103636,4.761141,0.000000,1.000000
84,duration_move,R80A01,1.263580,-1.708309,0.998900,0.001100
85,duration_pivotcenter,R80A01,0.099518,3.843688,0.000000,1.000000
86,duration_pivottail,R80A01,0.113251,-4.309036,1.000000,0.000000
87,duration_righting,R80A01,0.445200,0.976908,0.105900,0.894100
88,duration_stop,R80A01,0.998197,-0.127326,0.569200,0.430800
89,duration_touch,R80A01,0.254448,5.429800,0.000000,1.000000
90,duration_walk,R80A01,0.689231,2.295801,0.000300,0.999700
91,duration_wingextension,R80A01,0.492971,3.126568,0.000600,0.999400
92,duration_winggrooming,R80A01,1.614989,-3.877986,1.000000,0.000000
93,duration_attemptedcopulation_male,R80A01,3.143986,10.402319,0.000000,1.000000
94,duration_chase_male,R80A01,0.240181,-0.710597,0.909500,0.090500
95,dwing_angle_diff,R80A01,0.000001,0.625493,0.133900,0.866100
96,attemptedcopulation,R80A01,0.000409,0.386267,0.178000,0.822000
97,backup,R80A01,0.000594,-5.590543,1.000000,0.000000
98,backup_nearfly,R80A01,0.000347,-4.689933,1.000000,0.000000
99,backup_nearwall,R80A01,0.000592,-5.575474,1.000000,0.000000
100,backup_notnearfly_notnearwall,R80A01,0.000001,-0.939259,0.981300,0.018700
101,chase,R80A01,0.002648,-0.761028,0.947900,0.052100
102,chase_notwingextension,R80A01,0.002323,-0.810301,0.959300,0.040700
103,copulation,R80A01,0.000000,-0.059818,0.305900,0.694100
104,crabwalkextreme,R80A01,0.000479,-4.273140,1.000000,0.000000
105,crabwalkextreme_nearfly,R80A01,0.000347,-3.709993,1.000000,0.000000
106,crabwalkextreme_nearwall,R80A01,0.000459,-4.208451,1.000000,0.000000
107,crabwalkextreme_notnearfly_notnearwall,R80A01,0.000006,-1.135138,0.987200,0.012800
108,jump,R80A01,0.000594,-1.958618,1.000000,0.000000
109,jump_nearfly,R80A01,0.000117,-2.168682,1.000000,0.000000
110,jump_nearwall,R80A01,0.000303,-1.774272,1.000000,0.000000
111,jump_notnearfly_notnearwall,R80A01,0.000257,-1.972142,1.000000,0.000000
112,move_nearfly,R80A01,0.179495,-2.096320,0.999900,0.000100
113,move_nearwall,R80A01,0.482365,-1.357263,0.983800,0.016200
114,move_notnearfly_notnearwall,R80A01,0.069247,2.532092,0.004500,0.995500
115,notanybehavior,R80A01,0.196358,1.472044,0.006000,0.994000
116,pivotcenter,R80A01,0.000834,1.183006,0.032000,0.968000
117,pivotcenter_nearfly,R80A01,0.000401,1.504956,0.012800,0.987200
118,pivotcenter_nearwall,R80A01,0.000683,2.772466,0.000000,1.000000
119,pivotcenter_notnearfly_notnearwall,R80A01,0.000121,-0.778749,0.918400,0.081600
120,pivottail,R80A01,0.002059,-7.906388,1.000000,0.000000
121,pivottail_nearfly,R80A01,0.000843,-6.979486,1.000000,0.000000
122,pivottail_nearwall,R80A01,0.002047,-7.867566,1.000000,0.000000
123,pivottail_notnearfly_notnearwall,R80A01,0.000007,-1.604204,0.999400,0.000600
124,righting,R80A01,0.000542,-1.559292,0.999500,0.000500
125,righting_nearfly,R80A01,0.000149,-1.473319,0.998900,0.001100
126,righting_nearwall,R80A01,0.000387,-1.458844,0.999000,0.001000
127,righting_notnearfly_notnearwall,R80A01,0.000140,-1.489694,0.999300,0.000700
128,stop,R80A01,0.438249,0.612592,0.144200,0.855800
129,stop_nearfly,R80A01,0.114637,-1.267871,0.995000,0.005000
130,stop_nearwall,R80A01,0.253751,-0.483347,0.802100,0.197900
131,stop_notnearfly_notnearwall,R80A01,0.161315,1.580550,0.009000,0.991000
132,stop_notwinggrooming,R80A01,0.403637,1.674096,0.005200,0.994800
133,touch,R80A01,0.014416,-1.721549,1.000000,0.000000
134,touch_notchase,R80A01,0.013904,-1.950218,1.000000,0.000000
135,walk,R80A01,0.326404,-0.511885,0.826700,0.173300
136,walk_nearfly,R80A01,0.088499,-1.949363,0.999900,0.000100
137,walk_nearwall,R80A01,0.281256,-1.124671,0.974500,0.025500
138,walk_notnearfly_notnearwall,R80A01,0.040537,1.842784,0.008200,0.991800
139,wingextension,R80A01,0.000875,-0.502138,0.830100,0.169900
140,wingextension_notchase,R80A01,0.000550,-0.556636,0.854100,0.145900
141,wingflick,R80A01,0.000019,-0.840401,0.974400,0.025600
142,winggrooming,R80A01,0.034945,-3.302411,1.000000,0.000000
143,backup_female,R80A01,0.000645,-5.127691,1.000000,0.000000
144,chase_female,R80A01,0.000718,0.106056,0.279500,0.720500
145,crabwalkextreme_female,R80A01,0.000376,-4.028641,1.000000,0.000000
146,jump_female,R80A01,0.000635,-1.983830,1.000000,0.000000
147,pivotcenter_female,R80A01,0.001066,1.088148,0.042200,0.957800
148,pivottail_female,R80A01,0.001895,-6.597898,1.000000,0.000000
149,righting_female,R80A01,0.000581,-1.658465,0.999700,0.000300
150,stop_female,R80A01,0.425175,0.142275,0.383300,0.616700
151,touch_female,R80A01,0.012652,-1.871102,1.000000,0.000000
152,walk_female,R80A01,0.345363,0.613237,0.128900,0.871100
153,wingflick_female,R80A01,0.000010,-1.174979,0.993800,0.006200
154,winggrooming_female,R80A01,0.028990,-3.403575,1.000000,0.000000
155,attemptedcopulation_male,R80A01,0.000782,0.377219,0.176300,0.823700
156,backup_male,R80A01,0.000548,-4.932838,1.000000,0.000000
157,chase_male,R80A01,0.004534,-0.775294,0.951300,0.048700
158,crabwalkextreme_male,R80A01,0.000574,-3.806993,1.000000,0.000000
159,jump_male,R80A01,0.000552,-1.493419,0.998700,0.001300
160,pivotcenter_male,R80A01,0.000606,1.121769,0.039800,0.960200
161,pivottail_male,R80A01,0.002225,-7.827294,1.000000,0.000000
162,righting_male,R80A01,0.000499,-1.112007,0.988100,0.011900
163,stop_male,R80A01,0.450761,1.054847,0.039000,0.961000
164,touch_male,R80A01,0.015942,-1.347137,0.999900,0.000100
165,walk_male,R80A01,0.308296,-1.480423,0.994300,0.005700
166,wingextension_male,R80A01,0.001691,-0.480242,0.812100,0.187900
167,wingflick_male,R80A01,0.000029,-0.670998,0.938200,0.061800
168,winggrooming_male,R80A01,0.040513,-2.119144,1.000000,0.000000
169,max_absdwing_angle,R80A01,1.051169,-4.380085,1.000000,0.000000
170,max_absdwing_angle_wingextension,R80A01,4.471177,-1.683576,0.991100,0.008900
171,max_absdwing_angle_winggrooming,R80A01,4.350478,0.805918,0.092700,0.907300
172,max_wing_angle,R80A01,0.065681,-3.477148,1.000000,0.000000
173,max_wing_angle_wingextension,R80A01,0.634004,-1.741024,0.991700,0.008300
174,max_wing_angle_winggrooming,R80A01,0.357068,-0.069959,0.588600,0.411400
175,nflies_close,R80A01,0.346075,-2.144933,1.000000,0.000000
176,nflies_close_stop,R80A01,0.336705,-1.344799,0.993900,0.006100
177,nflies_close_walk,R80A01,0.323655,-1.978182,1.000000,0.000000
178,nflies_close_female,R80A01,0.399970,-1.935180,0.999900,0.000100
179,nflies_close_male,R80A01,0.294146,-2.252649,1.000000,0.000000
180,nflies_close_chase_male,R80A01,1.192567,-0.825607,0.936300,0.063700
181,velmag_ctr,R80A01,3.654967,-5.587211,1.000000,0.000000
182,velmag_ctr_jump,R80A01,65.850064,5.819856,0.000000,1.000000
183,velmag_ctr_move,R80A01,5.912786,-7.614240,1.000000,0.000000
184,velmag_ctr_nearfly,R80A01,3.541203,-5.259964,1.000000,0.000000
185,velmag_ctr_nearwall,R80A01,4.092954,-5.803035,1.000000,0.000000
186,velmag_ctr_notnearfly_notnearwall,R80A01,2.949776,-2.540233,1.000000,0.000000
187,velmag_ctr_walk,R80A01,7.431607,-9.419394,1.000000,0.000000
188,velmag_ctr_female,R80A01,3.628947,-4.852114,1.000000,0.000000
189,velmag_ctr_male,R80A01,3.678974,-5.529620,1.000000,0.000000
190,velmag_ctr_chase_male,R80A01,7.454740,-5.716405,1.000000,0.000000
191,veltoward_nose2ell_nearfly,R80A01,0.006922,-0.101000,0.628200,0.371800
192,veltoward_nose2ell_chase_male,R80A01,0.234584,-0.104208,0.649100,0.350900
193,wing_angle_diff,R80A01,0.027712,-2.712442,1.000000,0.000000
194,wing_angle_diff_wingextension,R80A01,0.709908,-1.654317,0.986700,0.013300
195,wing_angle_imbalance,R80A01,0.103651,-3.933283,1.000000,0.000000
196,wing_anglel,R80A01,-0.006112,2.409211,0.000000,1.000000
197,wing_angler,R80A01,0.021600,-2.198701,1.000000,0.000000
0,absangle2wall_move,R80A02,1.328347,1.811901,0.006400,0.993600
1,absangle2wall_nearwall,R80A02,1.402700,0.596520,0.187000,0.813000
2,absangle2wall_stop,R80A02,1.675240,0.472014,0.237900,0.762100
3,absanglefrom1to2_nose2ell_nearfly,R80A02,1.514007,-2.551875,1.000000,0.000000
4,absanglefrom1to2_nose2ell_stop_nearfly,R80A02,1.512155,-1.301044,0.977300,0.022700
5,absanglefrom1to2_nose2ell_touch,R80A02,0.758641,1.223701,0.041700,0.958300
6,absdangle2wall_nearwall,R80A02,1.103330,-3.622667,1.000000,0.000000
7,absdtheta,R80A02,1.008984,-3.109784,1.000000,0.000000
8,absdtheta_pivottail,R80A02,4.787750,-1.777052,0.995400,0.004600
9,absdtheta_walk,R80A02,1.073569,-6.025344,1.000000,0.000000
10,absdv_cor_crabwalkextreme,R80A02,4.229124,-2.640044,0.999900,0.000100
11,absdv_cor_move,R80A02,2.315579,-3.443087,1.000000,0.000000
12,absdv_cor_nearfly,R80A02,1.362397,-1.423271,0.980500,0.019500
13,absdv_cor_nearwall,R80A02,1.560772,-2.417204,0.999900,0.000100
14,absdv_cor_notnearfly_notnearwall,R80A02,0.672034,0.211857,0.367300,0.632700
15,absdv_cor_walk,R80A02,2.660353,-4.302377,1.000000,0.000000
16,absthetadiff_nose2ell_nearfly,R80A02,1.674746,1.335778,0.010600,0.989400
17,absthetadiff_nose2ell_touch,R80A02,1.899624,2.304874,0.000000,1.000000
18,absthetadiff_nose2ell_nearfly_female,R80A02,1.674738,1.052926,0.044300,0.955700
19,absthetadiff_nose2ell_touch_female,R80A02,1.851608,0.447258,0.235800,0.764200
20,absthetadiff_nose2ell_nearfly_male,R80A02,1.676514,1.527502,0.002200,0.997800
21,absthetadiff_nose2ell_touch_male,R80A02,1.950725,2.225782,0.000000,1.000000
22,absyaw_move,R80A02,0.517519,-2.382027,0.999100,0.000900
23,angleonclosestfly_nearfly,R80A02,-0.313397,1.580550,0.008000,0.992000
24,angleonclosestfly_stop_nearfly,R80A02,-0.270509,2.038078,0.002800,0.997200
25,angleonclosestfly_touch,R80A02,-0.400299,-2.060929,0.999100,0.000900
26,angleonclosestfly_nearfly_female,R80A02,-0.291476,1.512204,0.003600,0.996400
27,angleonclosestfly_touch_female,R80A02,-0.369749,-0.200473,0.625700,0.374300
28,angleonclosestfly_nearfly_male,R80A02,-0.335528,0.129604,0.401400,0.598600
29,angleonclosestfly_touch_male,R80A02,-0.418920,-2.216834,0.999600,0.000400
30,anglesub,R80A02,0.181723,-1.215433,0.975700,0.024300
31,corfrac_maj_pivottail,R80A02,-0.733467,-5.198950,1.000000,0.000000
32,dangle2wall_nearwall,R80A02,0.028899,0.772758,0.119200,0.880800
33,danglesub_nearfly,R80A02,-0.073874,1.023603,0.069900,0.930100
34,darea,R80A02,-0.000021,0.111418,0.439700,0.560300
35,dcenter,R80A02,11.921239,2.063005,0.001400,0.998600
36,dcenter_move,R80A02,12.053861,2.895690,0.000000,1.000000
37,dcenter_stop,R80A02,11.635500,0.758494,0.144800,0.855200
38,dcenter_wingflick,R80A02,10.363338,4.289718,0.000000,1.000000
39,dcenter_female,R80A02,11.628958,1.485943,0.019500,0.980500
40,dcenter_male,R80A02,12.226626,2.243535,0.000300,0.999700
41,ddcenter_nearfly,R80A02,0.290055,-1.483203,0.987300,0.012700
42,ddist2wall_nearwall,R80A02,0.016009,-0.462054,0.752300,0.247700
43,ddnose2ell_nearfly,R80A02,0.911190,-1.223513,0.961000,0.039000
44,dell2nose,R80A02,10.977597,1.963553,0.002300,0.997700
45,dell2nose_wingflick,R80A02,9.391074,4.191128,0.000000,1.000000
46,dell2nose_female,R80A02,10.652380,1.483329,0.019500,0.980500
47,dell2nose_male,R80A02,11.315517,2.098144,0.001400,0.998600
48,dist2wall,R80A02,11.989769,0.052209,0.443200,0.556800
49,dist2wall_move,R80A02,9.746446,1.042008,0.055000,0.945000
50,dist2wall_stop,R80A02,14.729564,-0.397983,0.701300,0.298700
51,dist2wall_walk,R80A02,9.835767,1.243995,0.031900,0.968100
52,dist2wall_female,R80A02,12.198216,-0.256926,0.620800,0.379200
53,dist2wall_male,R80A02,11.806150,0.374533,0.268000,0.732000
54,dmax_wing_angle,R80A02,-0.004192,-1.659460,0.996300,0.003700
55,dnose2ell_angle_30tomin30,R80A02,11.482837,1.766488,0.007500,0.992500
56,dnose2ell_angle_30tomin30_female,R80A02,11.193785,1.169097,0.051800,0.948200
57,dnose2ell_angle_30tomin30_male,R80A02,11.784284,1.990289,0.001600,0.998400
58,dnose2ell,R80A02,10.970869,1.930801,0.003100,0.996900
59,dnose2ell_stop,R80A02,10.711774,0.727394,0.153800,0.846200
60,dnose2ell_touch,R80A02,1.216354,3.229695,0.000000,1.000000
61,dnose2ell_walk,R80A02,12.313882,3.229636,0.000000,1.000000
62,dnose2ell_female,R80A02,10.640240,1.239266,0.044800,0.955200
63,dnose2ell_male,R80A02,11.315565,2.207338,0.000400,0.999600
64,dnose2tail,R80A02,11.897627,2.007493,0.002000,0.998000
65,dnose2tail_move,R80A02,12.020918,2.741658,0.000100,0.999900
66,dnose2tail_female,R80A02,11.541848,1.234948,0.044200,0.955800
67,dnose2tail_male,R80A02,12.268380,2.302658,0.000200,0.999800
68,dtheta,R80A02,-0.004139,-0.377118,0.706100,0.293900
69,du_ctr_backup,R80A02,-7.847179,-0.172112,0.604700,0.395300
70,du_ctr_move,R80A02,8.037885,-2.806847,0.999900,0.000100
71,du_ctr_walk,R80A02,11.971784,-4.003457,1.000000,0.000000
72,du_ctr_female,R80A02,4.464703,-1.495235,0.983800,0.016200
73,du_ctr_male,R80A02,4.754442,-1.850187,0.997200,0.002800
74,duration_backup,R80A02,0.139903,2.281576,0.000800,0.999200
75,duration_crabwalkextreme,R80A02,0.121709,1.293484,0.033900,0.966100
76,duration_jump,R80A02,0.078749,-2.875857,0.999900,0.000100
77,duration_move,R80A02,1.001620,-2.636207,1.000000,0.000000
78,duration_pivottail,R80A02,0.120331,-3.140343,1.000000,0.000000
79,duration_righting,R80A02,0.366216,-1.514691,0.992600,0.007400
80,duration_stop,R80A02,0.783381,-0.757549,0.997400,0.002600
81,duration_touch,R80A02,0.166193,-1.405299,0.997700,0.002300
82,duration_walk,R80A02,0.572434,0.072182,0.451100,0.548900
83,duration_wingflick,R80A02,0.033420,-1.304831,1.000000,0.000000
84,duration_winggrooming,R80A02,1.499927,-4.921968,1.000000,0.000000
85,dwing_angle_diff,R80A02,0.000051,1.722617,0.004300,0.995700
86,attemptedcopulation,R80A02,0.000026,-0.745180,0.949200,0.050800
87,backup,R80A02,0.004065,-0.730186,0.857100,0.142900
88,backup_nearfly,R80A02,0.002313,-0.671710,0.833800,0.166200
89,backup_nearwall,R80A02,0.004050,-0.724275,0.854600,0.145400
90,backup_notnearfly_notnearwall,R80A02,0.000011,-0.193955,0.582000,0.418000
91,chase,R80A02,0.000500,-1.045021,0.978500,0.021500
92,chase_notwingextension,R80A02,0.000493,-1.070874,0.978700,0.021300
93,copulation,R80A02,0.000000,-0.303400,0.812300,0.187700
94,crabwalkextreme,R80A02,0.002931,0.566830,0.194100,0.805900
95,crabwalkextreme_nearfly,R80A02,0.001695,0.505588,0.214700,0.785300
96,crabwalkextreme_nearwall,R80A02,0.002898,0.679244,0.156700,0.843300
97,crabwalkextreme_notnearfly_notnearwall,R80A02,0.000022,-0.364802,0.722600,0.277400
98,jump,R80A02,0.001491,-0.633837,0.830200,0.169800
99,jump_nearfly,R80A02,0.000572,0.396756,0.272600,0.727400
100,jump_nearwall,R80A02,0.000841,-0.129969,0.561400,0.438600
101,jump_notnearfly_notnearwall,R80A02,0.000545,-1.110320,0.966000,0.034000
102,move_nearfly,R80A02,0.178120,-1.510442,0.986400,0.013600
103,move_nearwall,R80A02,0.494891,-0.183390,0.622400,0.377600
104,move_notnearfly_notnearwall,R80A02,0.063198,2.377370,0.006600,0.993400
105,notanybehavior,R80A02,0.192715,1.729717,0.006500,0.993500
106,pivotcenter,R80A02,0.000375,-1.548057,0.993900,0.006100
107,pivotcenter_nearfly,R80A02,0.000157,-1.424975,0.991600,0.008400
108,pivotcenter_nearwall,R80A02,0.000279,-0.824207,0.889100,0.110900
109,pivotcenter_notnearfly_notnearwall,R80A02,0.000090,-1.672124,0.996200,0.003800
110,pivottail,R80A02,0.011768,-5.148848,1.000000,0.000000
111,pivottail_nearfly,R80A02,0.004564,-4.816414,1.000000,0.000000
112,pivottail_nearwall,R80A02,0.011701,-5.115577,1.000000,0.000000
113,pivottail_notnearfly_notnearwall,R80A02,0.000052,-0.766129,0.917200,0.082800
114,righting,R80A02,0.004021,1.411138,0.034500,0.965500
115,righting_nearfly,R80A02,0.001218,1.510271,0.031100,0.968900
116,righting_nearwall,R80A02,0.003023,1.725819,0.017000,0.983000
117,righting_notnearfly_notnearwall,R80A02,0.000821,0.527311,0.203400,0.796600
118,stop,R80A02,0.436049,-0.334408,0.677800,0.322200
119,stop_nearfly,R80A02,0.126470,-0.992392,0.942700,0.057300
120,stop_nearwall,R80A02,0.292499,0.246012,0.354200,0.645800
121,stop_notnearfly_notnearwall,R80A02,0.130824,-0.260923,0.630100,0.369900
122,stop_notwinggrooming,R80A02,0.189977,-4.200816,1.000000,0.000000
123,touch,R80A02,0.012353,-2.209897,1.000000,0.000000
124,touch_notchase,R80A02,0.012275,-2.405193,1.000000,0.000000
125,walk,R80A02,0.302701,-0.352176,0.695000,0.305000
126,walk_nearfly,R80A02,0.075919,-2.161219,0.999300,0.000700
127,walk_nearwall,R80A02,0.263708,-0.893898,0.901600,0.098400
128,walk_notnearfly_notnearwall,R80A02,0.036412,1.902930,0.010000,0.990000
129,wingextension,R80A02,0.000032,-0.962571,0.982500,0.017500
130,wingextension_notchase,R80A02,0.000026,-1.082532,0.991600,0.008400
131,wingflick,R80A02,0.000278,1.788690,0.026900,0.973100
132,winggrooming,R80A02,0.248454,12.196478,0.000000,1.000000
133,backup_female,R80A02,0.004530,-0.240885,0.626800,0.373200
134,chase_female,R80A02,0.000306,-0.603659,0.941400,0.058600
135,crabwalkextreme_female,R80A02,0.003252,2.990948,0.000000,1.000000
136,jump_female,R80A02,0.001935,-0.387019,0.711600,0.288400
137,pivotcenter_female,R80A02,0.000446,-1.555876,0.992900,0.007100
138,pivottail_female,R80A02,0.012601,-4.016871,1.000000,0.000000
139,righting_female,R80A02,0.005336,1.465134,0.030400,0.969600
140,stop_female,R80A02,0.430467,-0.556706,0.786600,0.213400
141,touch_female,R80A02,0.012211,-1.907351,0.999800,0.000200
142,walk_female,R80A02,0.297925,-0.131560,0.573000,0.427000
143,wingflick_female,R80A02,0.000211,3.748397,0.000100,0.999900
144,winggrooming_female,R80A02,0.258364,9.905076,0.000000,1.000000
145,attemptedcopulation_male,R80A02,0.000039,-0.735919,0.948700,0.051300
146,backup_male,R80A02,0.003560,-1.181993,0.959600,0.040400
147,chase_male,R80A02,0.000695,-1.045199,0.977400,0.022600
148,crabwalkextreme_male,R80A02,0.002584,-0.888375,0.911200,0.088800
149,jump_male,R80A02,0.001025,-0.891197,0.922300,0.077700
150,pivotcenter_male,R80A02,0.000301,-1.257966,0.978000,0.022000
151,pivottail_male,R80A02,0.010913,-5.418712,1.000000,0.000000
152,righting_male,R80A02,0.002620,0.963621,0.100600,0.899400
153,stop_male,R80A02,0.441344,-0.034638,0.506500,0.493500
154,touch_male,R80A02,0.012531,-1.870900,1.000000,0.000000
155,walk_male,R80A02,0.308459,-0.496257,0.771000,0.229000
156,wingextension_male,R80A02,0.000057,-0.948474,0.979300,0.020700
157,wingflick_male,R80A02,0.000349,1.171604,0.057100,0.942900
158,winggrooming_male,R80A02,0.237696,10.835174,0.000000,1.000000
159,max_absdwing_angle,R80A02,2.332101,7.667853,0.000000,1.000000
160,max_absdwing_angle_wingflick,R80A02,9.590039,-1.472586,1.000000,0.000000
161,max_absdwing_angle_winggrooming,R80A02,3.987917,-3.057142,1.000000,0.000000
162,max_wing_angle,R80A02,0.167275,8.182184,0.000000,1.000000
163,max_wing_angle_wingflick,R80A02,0.359251,-1.861425,1.000000,0.000000
164,max_wing_angle_winggrooming,R80A02,0.321350,-2.979051,1.000000,0.000000
165,nflies_close,R80A02,0.381459,-1.387008,0.987400,0.012600
166,nflies_close_stop,R80A02,0.371651,-0.497620,0.754200,0.245800
167,nflies_close_walk,R80A02,0.312362,-2.390925,1.000000,0.000000
168,nflies_close_female,R80A02,0.441175,-1.197151,0.969900,0.030100
169,nflies_close_male,R80A02,0.321169,-1.554553,0.994900,0.005100
170,velmag_ctr,R80A02,5.801499,-2.079295,0.998400,0.001600
171,velmag_ctr_jump,R80A02,54.000767,1.477418,0.014300,0.985700
172,velmag_ctr_move,R80A02,9.711965,-3.412396,1.000000,0.000000
